text,user,location
RT @JewelzJonez: How convenient...I’m so sick of evil Researcher Killed in Apparent Murder-Suicide Was Close to ‘Very Significant Findings’…,WonderWoman2KAG,"Reno, NV ~ Biggest Little City"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,Patriotism1788,United States
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",bblsttx,
"RT @rtenews: Organisers of a Covid-19 fundraiser for Native Americans have thanked Irish donors for over $100,000 in donations. Support for…",MartinogKeever,Bali
"RT @AM980News: As of Tuesday evening, the minimum price for whiskey, gin, rum and other spirits was lowered to $1.34 per 29 millilitres fro…",photohobbyguy,Here
RT @elonmusk: Interesting … https://t.co/z8sqqPt48q,Patrici38381442,
RT @Justsaytruthnow: Coronavirus In Pittsburgh: Researcher Killed In Apparent Murder-Suicide Was Close To Making Very Significant Findings'…,zTriKz,🇸🇱DM[V]🇺🇸WORLDWIDE🌐
"RT @cnni: The virus that causes Covid-19 has been circulating in people since late last year, and must have spread extremely quickly after…",Lulu72181560,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",tpham26863223,California
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",FoeckeKeith,
"RT @BernieSanders: At a time when his own administration is predicting a significant increase in COVID-19 cases, our ""stable genius"" presid…",loner_ceez,
RT @RollingStone: COVID-19 Is Traumatizing All of Us. How Will We Cope After It’s Over? https://t.co/chKCO4kQYV,ElBaulDeLurodAA,Bronx ny
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",fight4freedom72,Somewhere over the rainbow
RT @Reuters: Roche gets FDA emergency use approval for COVID-19 antibody test https://t.co/vo7nAK58ox https://t.co/eKbCjUuPU7,ellawheeler,Florida
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",Rosie310501,
Battling fraud amid COVID-19 @MobilePayToday  #Security  #Trends/Statistics  #Mobile/DigitalWallet  #Coronavirus/COVID-19  #MobilePayments  #Retail https://t.co/chseubbF7e,NAORCA12,Worldwide
"RT @wdunlap: @IngrahamAngle How many Americans will lose their lives due to anti-Trump war on hydroxychloroquine?
GREAT SUCCESS at Texas nu…",tehipisehaka,
RT @newtgingrich: Bernie Marcus: Missouri’s lawsuit against the Chinese Communist Party outlines all the ways the CCP failed the world duri…,Charles52281511,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",barquentine2001,Gulf Coast
"RT @teamphilhealth: Please be informed PhilHealth Circular No. 2020-0011 entitled ""Full financial risk protection for Filipino health worke…",MommyBearB,"New Jersey, USA"
"RT @WSJ: “Brazil is already the global epicenter of the coronavirus."" One study concludes the country might have more Covid-19 cases than t…",EricMoreno6477,"San Antonio, Texas"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",BTSDB,"Los Angeles, California"
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,joel99217043,Hong Kong
RT @thehill: Trump ready to turn page on coronavirus despite crisis-level cases https://t.co/AXS60uD7ku https://t.co/sqtp1fCYd5,DMMConsult_bot,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",pax3095,
"RT @RepMattGaetz: MUST-READ: ""'A Trojan Horse Operation': Matt Gaetz Warns Tucker Carlson About Chinese Drones Spying On Americans""

(via @…",CHERYLEHASKELL1,
RT @SenWarren: At least 81 Worcester Walmart employees have COVID-19. Now at least 10 Walmart employees in Quincy have COVID-19 too &amp; one w…,infomorsels,Seattle Washington
RT @NYDailyNews: Grim and disturbing videos show at least 20 bodies wrapped in black bags carted out of a Harlem nursing home during the co…,vertigo49,
"RT @69News: #UPDATE: Number of positive #covid19 cases in #BerksCounty tops 3,000; confirmed deaths at 178. https://t.co/jD7WQnf0ci #corona…",MyTestimony__,"Reading, PA"
"RT @HillaryClinton: Upwards of 1,700 Americans are dying every day from COVID-19. 

That number could rise to 3,000 a day by June 1. 

We c…",prutter_pat,"Kitchener, ON Canada"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",ArtsyOma,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",shitebart,
Trump ready to turn page on coronavirus despite crisis-level cases https://t.co/AXS60uD7ku https://t.co/sqtp1fCYd5,thehill,"Washington, DC"
"RT @Justsaytruthnow: After @NYGovCuomo declared that nursing homes have no right to turn away #COVID19 patients, a group of coronavirus-str…",cyrptologistics,USA
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",lmst1383,"South Carolina, USA"
RT @KaamilAhmed: Malaysia’s mass arrests of migrants and refugees follow a xenophobic hate campaign against Rohingya refugees that has them…,ah_doong,"Kuala Lumpur City, Kuala Lumpur Federal Territory"
Chris Evans says he regrets giving his dog a haircut during quarantine https://t.co/5rHPk5OpCM,HerbScribner,"Salt Lake City, UT"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",benedictecallan,
63% of respondents to our 2nd global Covid-19 survey will be increasing their use of freelancers instead of hiring full-time staff. #coronavirus #covid19 https://t.co/Jd6OvNqN4D,freelancer,Everywhere
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",dian_simplethin,"San Diego, CA"
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",ccleighton,
"A Catholic-run hospital in #Bangladesh’s capital, Dhaka, has been put on lockdown after 22 medical staff, including doctors, tested positive for Covid-19. #coronavirus 
https://t.co/MEsLWTtUUk",VaticanNews,Vatican
"RT @karol: Nursing homes in NY were forced to admit patients who had tested positive, or who were suspected of having, COVID-19. How is thi…",BlazeCalico,"Florida, USA"
RT @htTweets: PM Modi chaired a meeting of the task force on #coronavirus vaccine development and took a detailed review of the current sta…,NikhilS64580153,
"RT @inquirerdotnet: The shutdown of media giant ABS-CBN will add 2,600 more coronavirus disease cases in the country, Albay 2nd District Re…",rosieemiles_,
RT @smartdissent: NEW: Trump Admin Awarding #Covid_19 Contracts to Friends &amp; Donors. LINK: https://t.co/Nw768S6SIA #SmartDissent #Corruptio…,elizabeths_sis,"North Carolina, USA"
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,sharon45856259,
"RT @RealCandaceO: New York City has a #coronavirus death rate that is evidentially 200 times higher than any other city in the world. 

Mor…",Patrici38381442,
"RT @wdunlap: @LisaMei62 How many Americans will lose their lives due to anti-Trump war on hydroxychloroquine?
GREAT SUCCESS at Texas nursin…",anna_deardorff,United States
"RT @LorraineDWilke: Yes, because as toddlers know, if you close your eyes and don't look at something, it doesn't actually exist...🙄State h…",leafleague,"Marin County, CA"
RT @BrentShaferCEO: COVID-19 will have lasting effects on how all of us work. I’m engaging with leaders at @Cerner and throughout health an…,BrandonFureigh,"Arlington, VA"
"RT @DMRegister: Because of the COVID-19 fallout, Polk County won't be awarding as many community betterment grants as organizations are use…",jwb3678,
"RT @ghalling: Yakima County, Wash., now reports more than 1,500 confirmed COVID-19 cases — up 66 since Monday. State health officer calls t…",sandycompany,
Providence St. Mary Medical Center's new rapid testing platform will allow COVID-19 test results to come back within minutes instead of days. https://t.co/99HcAqKLbV,KAPPKVEW,"Tri Cities - Yakima, WA"
"3 charged after Family Dollar security guard shot, killed over COVID-19 face mask requirement: https://t.co/DME2sGeTok https://t.co/SHJvRBBkLm",wsbtv,"Atlanta, GA"
"State health department tells university COVID-19 modeling team to stop work, limits data access https://t.co/XapugOQjIV via @azcentral",MonstahofCookie,The AZ
RT @nowthisnews: ‘Many of them are very vulnerable to COVID-19’ — The Humane League is shining a light on the risks and alleged mistreatmen…,4wilt,
RT @WPXI: A majority of Americans don’t believe businesses that were shuttered due to the COVID-19 pandemic should be allowed to reopen yet…,feitoangel1,
"RT @ABC: Pres. Trump tells @ABC News' @DavidMuir ""it's possible there will be some"" deaths as states ease coronavirus restrictions, acknowl…",saltyconchy,
"RT @ABC: As the novel coronavirus ravages prisons around the country, more than 5,000 state and federal correctional officers have tested p…",Masky_Jay_Hoody,
"US, UK begin talks to launch free trade agreement to restart economy

#COVID19 

Follow updates:https://t.co/jZSih3qsvz https://t.co/GrKP7WUPdR",htTweets,India
"RT @alondra: ‘We Are Not Essential. We Are Sacrificial.’
I’m a New York City subway conductor. At least 98 of my co-workers have died of Co…",cattron313,Wakanda’s Westside
RT @TNSCpod: What does COVID-19 mean for #universities &amp; their purpose in the 21st century? What new set of obligations will students face…,DrAnaStevenson,"Bloemfontein, South Africa"
"RT @andrewboxford: The team of professors at ASU and U of A was compiling the most robust public model in Arizona of COVID-19

Now, as the…",lorirae62,"🌵Phoenix, LD18/CD9 PHX Dist 6"
RT @USATODAY: These are the workers who risk their lives to make sure food is on your table. https://t.co/iFcuLcZTCs,ninillo666,
RT @KenRoth: The coronavirus pandemic was an opportunity for the Hong Kong government to rededicate itself to serving the Hong Kong people.…,ReginaPig,
@GailZahtz @TRCWriter @askjoyrios @brokenHLTHCARE This is what I was mostly thinking about. But obscuring nursing home covid stats seems to be as much of a state problem as anything. https://t.co/PGJNYFz0AL #brokenhealthcare,jackmurtha,"New Jersey, USA"
"RT @mmpadellan: With 71,000 dead from coronavirus, inadequate testing and supplies, it seems a bad idea to rush to reopen the country.

How…",kbabel2011,vermont
"RT @DanPriceSeattle: ""your paycheck or your life""

3 Amazon warehouse workers have now died of covid. They don't get paid sick time &amp; have…",We_Are_Waypoint,"Australia, UK, USA"
"RT @azcentral: JUST IN: The Arizona Department of Health Services told a team of university experts working on COVID-19 modeling to ""pause""…",WBNAZ,
“Our research experience with Colchicine suggests that early use of this drug may help dampen inflammation that the body produces in response to the virus and enable patients to recover without being hospitalized.” ⁦@BinitaShahMD⁩  https://t.co/YKAxr1Hx9p,jeenashahesq,"Brooklyn, NY"
Recap on today’s briefing: https://t.co/YXs8nRcwj6 @NBCDFW https://t.co/dAJg5jbkN4,LiliNBC5,"Dallas-Ft. Worth, TX"
"RT @realNick_777: #Hydroxychloroquine 
touted by @realDonaldTrump and @RudyGiuliani 
which they got attacked for by Dems, media mob and Glo…",buckner_e,
RT @scottwongDC: Former Attorney General @EricHolder joining @HouseDemocrats’ caucus call Thursday on the coronavirus pandemic and “protect…,prime_bee,
"RT @OPB: 🌲 BIG STORY 2 🌲

Oregon will allow limited daytime use of some state parks, dipping another toe into reopening the state. https://…",PamNishihara,
"RT @SenWarren: To prepare for new COVID-19 cases &amp; safely reopen our economy, we need widespread testing, contact tracing, &amp; a vaccine. Wha…",eturleye,"Arizona, USA"
RT @IngrahamAngle: Gates should run for president.  He wants to run your lives...New York will work with the Gates Foundation to develop a…,amill0522,"Illinois, USA"
"Man has found cure but only rich have acess to it why? @FoxNews
@cnnbrk. why you dont see rich wearing mask Trump Vp @PostSsuns 
@CNBC @CNBCnow @Morganne_C
@IvankaTrump @nytimes 

https://t.co/kvh5iRJunm",RLServices4,
"RT @MollyJongFast: Wait, wut? Why?  https://t.co/jBmemrRlts",SP_Longie,"San Pedro, Los Angeles"
RT @BetoORourke: Texas law says you can request a mail-in ballot if you have a physical condition that could cause injury by voting in pers…,norlaskan,The Bay
RT @TODAYshow: 15 kids hospitalized with mysterious illness possibly tied to COVID-19 https://t.co/Tk55PkZOnM,auntdetto,
"Top story: Trump poised to wind down Covid-19 taskforce as US death toll tops 70,000 | Trump administration | The Guardian https://t.co/CrV3aYXkPw, see more https://t.co/DOjwYuAKjk",casper_rv,"Porto, Portugal "
"RT @GovernorBullock: Montanans have been hit hard by COVID-19, but Montanans also look out for each other. So today we announced $123 milli…",JohnBConner,"Missoula, MT"
"RT @GregAbbott_TX: Open Texas continues as Hair and Nail Salons can open on May 8 and Gyms can open on May 18. 

That and more announced to…",MsContrarianSci,North America
RT @KamalaHarris: Native American tribes like the Navajo Nation are contracting coronavirus at disproportionately high rates. The Treasury…,ocanannain,Home: the tropics
